,champ0,champ1,champ2,champ3,champ4,win
990,18,27,134,62,516,False
991,122,72,40,161,96,True
992,150,1,89,498,24,True
993,59,58,201,61,15,False
994,61,266,516,16,15,False
995,92,117,67,24,143,True
996,14,25,141,498,497,True
997,267,238,113,51,1,False
998,429,114,143,34,35,True
999,103,516,119,80,432,False
1000,157,12,48,29,90,True
1001,19,15,67,432,31,False
1002,24,18,92,33,115,True
1003,99,202,412,516,57,False
1004,29,4,60,267,516,True
1005,432,238,126,18,76,False
1006,36,79,29,42,14,False
1007,17,61,5,58,202,True
1008,254,25,202,36,91,False
1009,92,117,61,77,67,True
1010,19,23,12,45,498,False
1011,90,53,164,22,80,True
1012,19,10,133,90,240,False
1013,63,3,64,40,22,True
1014,79,96,117,157,67,True
1015,59,51,103,3,41,False
1016,245,98,45,21,102,False
1017,150,64,202,40,238,True
1018,238,99,17,89,5,False
1019,21,3,122,203,90,True
1020,79,201,23,236,61,True
1021,53,29,157,150,81,False
1022,18,81,12,62,27,True
1023,154,498,84,201,126,False
1024,53,41,61,236,203,False
1025,25,2,103,121,21,True
1026,412,64,202,3,90,False
1027,114,34,498,48,516,True
1028,122,42,81,19,40,False
1029,50,133,103,412,20,True
1030,64,56,81,5,432,True
1031,99,202,91,23,131,False
1032,5,161,67,157,89,True
1033,37,21,102,58,115,False
1034,120,45,157,69,51,True
1035,81,267,6,113,112,False
1036,134,111,64,6,18,False
1037,34,89,2,41,81,True
1038,5,67,40,420,34,False
1039,131,236,497,157,106,True
1040,268,117,141,516,202,True
1041,67,76,79,78,86,False
1042,16,85,67,64,91,False
1043,115,78,23,29,17,True
1044,106,85,18,16,41,True
1045,202,64,412,57,103,False
1046,1,19,11,18,25,True
1047,45,23,3,4,202,False
1048,90,27,63,19,104,False
1049,67,57,164,134,117,True
1050,121,78,223,21,157,True
1051,202,99,25,106,62,False
1052,154,1,25,133,22,False
1053,96,412,63,64,54,True
1054,25,64,45,57,222,True
1055,90,150,32,1,21,False
1056,68,245,106,29,63,True
1057,267,75,62,105,18,False
1058,202,31,90,79,143,False
1059,412,154,69,67,58,True
1060,32,1,80,81,12,False
1061,48,103,67,117,141,True
1062,202,17,91,57,86,False
1063,92,69,31,412,18,True
1064,99,154,67,40,27,True
1065,11,2,96,16,268,False
1066,202,86,45,89,141,True
1067,54,29,157,117,103,False
1068,37,21,111,61,67,False
1069,58,201,96,10,50,True
1070,21,1,141,236,98,True
1071,81,432,61,254,157,False
1072,29,102,39,53,238,True
1073,17,67,99,157,141,False
1074,29,115,24,57,40,False
1075,27,19,143,161,498,True
1076,24,40,55,18,80,True
1077,51,26,56,63,75,False
1078,16,45,96,19,75,True
1079,58,90,21,79,267,False
1080,18,32,4,40,64,False
1081,33,267,67,133,8,True
1082,26,114,141,245,67,True
1083,163,497,498,11,58,False
1084,115,114,111,121,81,True
1085,29,5,101,75,44,False
1086,25,39,67,74,11,False
1087,111,21,75,115,33,True
1088,37,51,24,61,33,True
1089,103,2,86,67,117,False
1090,105,16,54,29,4,False
1091,67,136,63,11,80,True
1092,161,85,121,61,67,True
1093,38,5,18,23,1,False
1094,33,516,115,119,44,False
1095,121,37,13,31,202,True
1096,59,53,48,163,222,True
1097,101,516,12,202,11,False
1098,37,202,141,64,161,True
1099,117,53,77,21,17,False
1100,19,122,161,110,67,False
1101,150,223,18,34,36,True
1102,238,23,16,18,203,True
1103,38,498,89,39,19,False
1104,516,21,99,16,33,False
1105,202,238,106,80,143,True
1106,25,99,41,119,9,False
1107,254,111,202,30,150,True
1108,25,51,23,34,56,True
1109,105,111,202,57,58,False
1110,89,113,115,67,122,True
1111,105,35,21,516,223,False
1112,236,89,59,238,141,True
1113,61,106,58,37,18,False
1114,21,98,267,61,19,True
1115,11,42,110,23,40,False
1116,21,32,25,27,103,True
1117,498,99,79,412,19,False
1118,161,41,157,29,79,True
1119,16,22,114,63,102,False
1120,122,67,10,43,3,True
1121,412,34,105,18,121,False
1122,9,412,18,75,13,False
1123,112,58,29,40,131,True
1124,18,134,201,11,54,True
1125,53,20,48,69,22,False
1126,89,67,203,79,99,True
1127,38,119,58,5,497,False
1128,141,85,53,21,31,False
1129,245,157,117,516,96,True
1130,18,19,69,44,126,False
1131,40,11,91,1,21,True
1132,1,53,141,22,32,False
1133,254,18,25,79,497,True
1134,141,31,27,44,29,True
1135,111,22,89,157,19,False
1136,53,24,1,119,14,True
1137,222,23,45,497,64,False
1138,81,104,497,429,516,False
1139,90,113,99,18,54,True
1140,29,6,11,223,157,False
1141,33,412,8,18,90,True
1142,4,111,498,57,141,True
1143,236,92,32,43,41,False
1144,122,92,4,236,37,True
1145,40,110,245,80,5,False
1146,18,24,48,143,99,False
1147,245,16,23,113,22,True
1148,266,429,412,157,17,True
1149,92,136,96,45,102,False
1150,126,18,61,79,90,True
1151,238,421,26,10,21,False
1152,516,24,498,26,45,False
1153,56,58,85,22,44,True
1154,42,9,89,48,86,True
1155,78,11,53,67,112,False
1156,99,62,516,11,498,False
1157,141,53,29,4,17,True
1158,21,89,34,11,111,False
1159,75,236,79,13,497,True
1160,122,161,2,89,119,True
1161,59,29,141,267,112,False
1162,110,150,112,143,141,False
1163,254,498,497,516,55,True
1164,43,141,150,29,131,True
1165,22,103,28,58,111,False
1166,141,38,22,16,62,True
1167,14,24,57,238,15,False
1168,420,81,76,432,112,True
1169,163,16,121,67,92,False
1170,29,238,68,40,121,True
1171,75,53,131,157,202,False
1172,222,31,106,90,412,False
1173,48,82,67,40,115,True
1174,61,113,53,6,29,True
1175,18,497,99,64,126,False
1176,51,104,92,55,16,False
1177,43,110,13,150,19,True
1178,53,61,59,18,86,True
1179,67,516,60,16,34,False
1180,222,150,8,141,267,False
1181,37,19,21,126,157,True
1182,420,18,267,57,81,True
1183,157,14,19,236,25,False
1184,19,150,45,18,16,False
1185,11,99,75,40,22,True
1186,267,25,119,35,75,False
1187,17,236,89,24,245,True
1188,113,114,79,202,157,False
1189,119,92,134,89,420,True
1190,79,67,35,86,412,False
1191,126,54,157,498,40,True
1192,126,91,9,99,67,True
1193,18,61,58,154,40,False
1194,498,31,89,86,79,True
1195,58,61,497,236,19,False
1196,2,51,412,115,31,False
1197,19,15,53,18,240,True
1198,22,2,58,131,89,True
1199,40,57,236,5,4,False
1200,103,236,98,14,28,True
1201,412,222,5,23,238,False
1202,33,44,18,103,86,True
1203,75,89,119,81,154,False
1204,51,201,90,104,58,False
1205,91,113,59,236,81,True
1206,114,89,222,1,29,False
1207,141,63,40,22,80,True
1208,59,40,15,90,56,False
1209,201,19,14,18,112,True
1210,81,90,23,17,99,False
1211,29,11,45,150,12,True
1212,17,4,104,119,16,False
1213,111,29,24,103,54,True
1214,98,421,202,4,16,True
1215,26,498,58,8,19,False
1216,3,25,59,51,92,True
1217,23,202,81,40,111,False
1218,267,254,18,103,39,True
1219,91,133,53,96,60,False
1220,113,103,89,18,24,True
1221,1,121,111,222,131,False
1222,56,240,157,429,516,False
1223,84,39,67,432,254,True
1224,101,497,64,429,27,True
1225,143,59,29,126,161,False
1226,45,16,164,15,33,False
1227,23,5,40,202,61,True
1228,86,99,429,32,25,False
1229,79,38,81,497,50,True
1230,37,113,222,23,103,False
1231,202,59,54,45,16,True
1232,110,59,4,16,120,True
1233,236,78,141,267,99,False
1234,266,157,37,17,21,True
1235,236,92,267,238,77,False
1236,84,68,59,267,202,False
1237,25,67,141,245,58,True
1238,222,412,516,23,84,False
1239,75,74,63,19,29,True
1240,222,111,4,11,6,True
1241,75,141,1,51,98,False
1242,222,64,31,105,201,False
1243,238,11,63,122,18,True
1244,412,254,202,245,27,True
1245,141,37,236,23,61,False
1246,45,32,78,99,21,False
1247,1,81,63,62,150,True
1248,111,18,131,38,516,True
1249,89,122,15,102,13,False
1250,18,122,412,154,61,True
1251,91,80,43,236,32,False
1252,120,114,67,99,267,True
1253,92,53,7,11,236,False
1254,42,57,201,19,96,True
1255,28,222,245,40,114,False
1256,59,64,222,55,412,True
1257,29,238,98,33,17,False
1258,57,96,516,412,61,False
1259,245,40,64,236,31,True
1260,64,4,110,150,412,True
1261,37,57,67,427,1,False
1262,99,14,122,29,37,True
1263,25,236,33,58,161,False
1264,15,57,81,254,111,True
1265,59,53,103,23,22,False
1266,45,86,119,163,11,True
1267,35,131,21,41,99,False
1268,157,11,498,34,12,False
1269,81,40,4,64,126,True
1270,30,163,201,113,236,False
1271,429,60,53,61,157,True
1272,18,516,203,114,245,False
1273,141,69,64,27,202,True
1274,63,106,57,89,15,False
1275,53,5,51,7,75,True
1276,26,19,57,7,51,True
1277,92,222,238,113,16,False
1278,18,134,421,40,57,True
1279,24,240,268,412,15,False
1280,92,51,37,4,33,False
1281,20,8,222,101,201,True
1282,29,57,16,164,4,False
1283,157,429,48,412,3,True
1284,40,516,32,119,41,True
1285,15,238,78,111,60,False
1286,238,82,48,67,40,False
1287,412,29,245,157,141,True
1288,254,30,16,81,8,True
1289,45,222,5,497,32,False
1290,163,254,57,29,157,False
1291,114,30,67,53,19,True
1292,157,421,84,16,110,True
1293,68,117,202,19,238,False
1294,111,245,59,37,29,True
1295,202,99,126,103,11,False
1296,3,22,99,11,112,True
1297,43,39,19,67,157,False
1298,119,157,38,223,131,False
1299,79,412,240,67,238,True
1300,35,23,15,37,99,False
1301,38,51,53,141,27,True
1302,516,61,29,121,75,True
1303,32,18,34,58,37,False
1304,21,412,75,154,1,False
1305,121,134,82,266,498,True
1306,40,61,5,22,2,True
1307,58,105,76,18,89,False
1308,29,63,31,28,89,True
1309,5,57,412,119,103,False
1310,58,121,16,222,157,True
1311,105,236,117,516,62,False
1312,7,412,29,54,79,True
1313,202,131,17,141,201,False
1314,141,157,99,110,98,False
1315,58,497,55,24,29,True
1316,102,222,84,40,83,False
1317,99,11,114,110,103,True
1318,33,75,63,3,18,True
1319,157,37,86,64,22,False
1320,92,161,67,113,516,True
1321,497,31,222,7,122,False
1322,17,99,22,412,5,True
1323,58,105,222,16,50,False
1324,99,421,18,24,17,True
1325,267,163,516,81,8,False
1326,61,18,40,57,122,False
1327,113,42,117,24,21,True
1328,131,25,21,236,6,True
1329,516,245,119,111,79,False
1330,75,12,4,62,96,True
1331,498,112,141,89,27,False
1332,80,78,18,412,127,False
1333,3,64,91,236,44,True
1334,40,59,81,23,99,True
1335,516,201,236,24,38,False
1336,21,34,121,92,89,True
1337,19,141,412,202,236,False
1338,96,69,5,78,31,True
1339,17,11,222,99,45,False
1340,222,40,121,48,38,True
1341,57,267,18,58,103,False
1342,222,79,92,40,245,False
1343,63,78,29,238,59,True
1344,38,202,150,25,60,False
1345,30,238,33,498,412,True
1346,19,238,74,37,15,False
1347,75,117,45,18,121,True
1348,36,429,23,53,268,False
1349,38,141,40,222,80,True
1350,38,201,18,60,75,True
1351,85,79,17,498,267,False
1352,62,245,81,32,59,False
1353,121,222,23,91,117,True
1354,10,18,131,31,14,False
1355,236,412,77,23,45,True
1356,21,59,2,8,26,False
1357,141,99,53,157,236,True
1358,102,67,12,8,157,True
1359,15,412,69,104,39,False
1360,32,222,238,157,12,True
1361,81,141,45,23,115,False
1362,117,61,67,11,59,True
1363,122,236,60,238,16,False
1364,238,58,21,32,267,False
1365,18,37,254,1,86,True
1366,22,113,53,245,39,False
1367,81,26,23,45,98,True
1368,55,17,121,96,78,True
1369,90,22,141,122,412,False
1370,117,18,24,78,61,True
1371,6,103,104,498,16,False
1372,103,92,19,99,22,False
1373,98,240,113,18,91,True
1374,22,150,12,19,29,False
1375,23,67,101,20,44,True
1376,44,119,56,131,516,False
1377,23,32,432,21,105,True
1378,150,141,103,40,222,True
1379,12,4,79,81,68,False
1380,35,1,31,99,22,True
1381,222,103,80,106,53,False
1382,161,91,18,55,33,True
1383,40,266,31,17,119,False
1384,60,37,4,119,20,False
1385,23,222,238,57,117,True
1386,136,40,67,33,58,False
1387,117,96,141,134,516,True
1388,45,32,18,40,150,False
1389,60,14,21,412,245,True
1390,498,106,2,37,105,True
1391,67,89,57,69,150,False
1392,4,18,48,102,44,False
1393,74,268,53,120,498,True
1394,157,119,267,105,59,False
1395,121,90,202,150,12,True
1396,111,157,105,222,10,True
1397,141,29,45,238,9,False
1398,92,103,22,53,24,True
1399,34,67,89,11,122,False
1400,238,498,497,154,6,False
1401,60,22,117,101,92,True
1402,133,412,21,245,91,False
1403,98,18,12,33,105,True
1404,92,67,33,16,112,True
1405,102,98,40,51,157,False
1406,1,31,37,5,236,False
1407,22,75,45,105,203,True
1408,51,131,267,113,5,True
1409,74,79,201,157,81,False
1410,427,44,82,90,18,True
1411,157,31,59,67,40,False
1412,92,19,29,40,55,True
1413,91,516,498,16,59,False
1414,91,16,85,202,141,True
1415,117,42,18,54,28,False
1416,22,24,23,245,50,True
1417,76,75,131,18,19,False
1418,157,31,22,40,103,True
1419,117,25,15,122,238,False
1420,202,40,7,126,31,False
1421,35,22,58,412,34,True
1422,1,131,412,21,75,False
1423,498,53,85,238,104,True
1424,53,157,19,83,96,True
1425,91,25,236,516,32,False
1426,29,412,121,90,58,True
1427,86,8,201,67,141,False
1428,102,4,126,40,119,False
1429,62,79,103,29,412,True
1430,432,57,99,141,18,True
1431,222,201,75,59,38,False
1432,92,236,25,61,77,False
1433,3,41,157,89,110,True
1434,15,53,105,39,427,True
1435,203,98,48,429,8,False
1436,69,39,201,59,21,False
1437,236,12,18,121,103,True
1438,50,8,37,29,24,True
1439,11,67,267,122,134,False
1440,223,64,90,157,18,False
1441,498,59,31,55,16,True
1442,120,67,53,61,114,False
1443,16,161,24,202,60,True
1444,202,267,134,420,33,True
1445,1,498,17,516,16,False
1446,143,22,236,122,80,False
1447,420,113,157,18,43,True
1448,37,498,254,61,58,False
1449,43,122,1,121,67,True
1450,164,105,40,119,5,False
1451,53,143,31,18,23,True
1452,81,266,5,12,110,True
1453,161,24,236,3,17,False
1454,37,134,75,86,22,False
1455,11,157,29,89,90,True
1456,236,107,99,141,40,False
1457,143,121,1,58,18,True
1458,67,37,63,82,24,False
1459,64,53,238,31,202,True
1460,141,238,96,117,498,True
1461,14,17,497,35,119,False
1462,103,5,37,27,222,False
1463,18,3,19,497,59,True
1464,5,25,29,58,17,False
1465,45,23,141,9,222,True
1466,99,254,412,236,150,False
1467,429,89,33,57,245,True
1468,245,12,24,67,17,False
1469,63,122,5,51,43,True
1470,53,266,18,59,115,True
1471,516,267,4,21,24,False
1472,103,51,267,420,141,False
1473,7,67,154,497,57,True
1474,81,16,38,106,75,True
1475,12,99,15,126,421,False
1476,53,24,22,61,11,True
1477,45,17,67,77,63,False
1478,26,202,79,238,5,True
1479,19,85,157,18,25,False
1480,35,92,412,105,202,False
1481,222,121,53,497,38,True
1482,18,58,53,55,117,True
1483,32,92,157,412,51,False
1484,201,18,10,33,99,False
1485,48,103,32,43,67,True
1486,141,99,157,54,236,False
1487,96,64,92,63,412,True
1488,61,68,110,16,62,False
1489,40,18,75,8,141,True
1490,131,412,77,236,62,True
1491,164,67,516,63,53,False
1492,122,245,201,78,15,False
1493,29,17,5,43,63,True
1494,29,23,157,35,497,False
1495,412,67,63,11,17,True
1496,222,497,54,33,61,False
1497,157,236,98,421,9,True
1498,45,238,133,39,202,True
1499,25,20,24,498,157,False
1500,61,51,267,14,141,True
1501,222,55,64,17,412,False
1502,67,267,102,101,24,False
1503,92,103,412,59,18,True
1504,12,104,55,17,498,False
1505,238,236,33,74,40,True
1506,11,54,498,134,497,False
1507,16,421,92,67,103,True
1508,67,3,85,16,11,False
1509,37,84,254,50,236,True
1510,75,22,44,4,78,True
1511,60,31,51,79,236,False
1512,86,37,23,85,18,False
1513,55,22,33,516,40,True
1514,86,29,19,38,16,True
1515,106,99,35,17,222,False
1516,150,29,53,64,157,False
1517,59,89,81,141,28,True
1518,98,131,429,81,23,False
1519,78,18,79,103,516,True
1520,4,44,92,64,67,True
1521,76,36,119,112,90,False
1522,16,7,29,67,75,False
1523,81,32,25,202,91,True
1524,136,222,57,40,75,True
1525,51,80,1,64,53,False
1526,245,106,39,10,96,False
1527,21,102,44,157,105,True
1528,16,420,161,104,15,True
1529,81,99,28,12,150,False
1530,432,69,254,150,202,True
1531,67,516,99,53,17,False
1532,19,51,101,86,516,True
1533,57,89,96,141,69,False
1534,29,84,59,40,238,False
1535,105,60,21,6,143,True
1536,11,420,7,89,21,False
1537,86,5,29,25,105,True
1538,111,113,98,67,157,False
1539,90,38,24,161,18,True
1540,40,41,18,141,8,False
1541,112,62,48,44,222,True
1542,57,141,238,18,412,True
1543,4,113,117,92,29,False
1544,203,103,497,498,126,False
1545,16,21,26,83,121,True
1546,202,117,131,157,141,False
1547,18,99,12,23,86,True
1548,18,42,57,23,497,True
1549,58,267,35,163,498,False
1550,150,99,110,9,61,False
1551,122,40,15,33,38,True
1552,90,58,222,89,32,False
1553,41,67,69,40,203,True
1554,29,53,31,238,240,True
1555,498,516,112,114,120,False
1556,245,29,90,36,201,True
1557,53,32,222,115,83,False
1558,31,98,67,99,89,True
1559,34,37,236,48,80,False
1560,84,98,11,53,202,True
1561,15,267,79,13,31,False
1562,51,75,59,245,267,True
1563,1,18,92,412,141,False
1564,133,154,119,80,34,True
1565,63,23,238,53,29,False
1566,245,122,141,18,412,False
1567,119,12,90,120,75,True
1568,117,11,86,34,222,False
1569,154,74,91,21,59,True
1570,236,54,40,112,57,False
1571,120,115,24,267,67,True
1572,420,67,105,5,412,True
1573,99,19,12,81,122,False
1574,58,53,498,11,131,True
1575,74,19,157,222,412,False
1576,497,11,17,112,498,False
1577,29,157,31,59,267,True
1578,7,41,236,497,78,False
1579,104,67,53,154,115,True
1580,222,127,84,53,48,False
1581,21,17,37,62,57,True
1582,79,223,57,91,81,True
1583,58,131,110,412,62,False
1584,58,63,67,421,238,False
1585,157,154,75,498,516,True
1586,44,11,157,55,236,True
1587,21,74,43,23,245,False
1588,48,429,131,78,236,False
1589,25,79,24,498,497,True
1590,133,26,98,79,161,True
1591,121,24,268,25,21,False
1592,82,61,79,498,16,False
1593,64,18,43,91,122,True
1594,90,161,429,45,120,True
1595,67,99,25,39,5,False
1596,11,143,110,238,31,False
1597,63,19,236,85,157,True
1598,63,498,75,497,154,True
1599,18,59,412,3,141,False
1600,99,85,412,113,498,True
1601,126,18,64,39,12,False
1602,22,37,112,98,120,False
1603,150,498,113,238,412,True
1604,202,64,7,37,420,True
1605,41,103,254,498,20,False
1606,28,429,17,90,89,False
1607,38,412,31,254,498,True
1608,99,164,15,154,31,True
1609,32,238,429,85,89,False
1610,78,2,161,15,35,False
1611,18,11,38,40,92,True
1612,90,31,67,111,106,True
1613,121,12,29,238,59,False
1614,16,131,2,516,498,False
1615,91,67,161,106,122,True
1616,134,19,12,23,22,True
1617,267,67,64,4,17,False
1618,37,150,21,254,43,True
1619,40,45,86,110,50,False
1620,82,56,67,63,99,False
1621,1,19,80,51,412,True
1622,67,24,12,4,141,False
1623,40,41,79,498,34,True
1624,222,40,131,23,122,False
1625,134,420,5,37,18,True
1626,201,78,420,119,115,True
1627,203,53,202,14,112,False
1628,18,120,53,92,131,False
1629,105,20,57,21,1,True
1630,75,9,89,236,30,True
1631,8,119,11,412,122,False
1632,59,497,29,86,61,False
1633,238,85,117,33,18,True
1634,497,245,29,75,36,True
1635,67,19,122,45,78,False
1636,8,44,31,67,98,True
1637,19,150,81,37,38,False
1638,24,84,5,67,497,False
1639,17,80,29,74,59,True
1640,86,238,53,23,236,False
1641,21,245,143,203,17,True
1642,99,19,429,40,59,False
1643,80,117,202,157,35,True
1644,43,15,103,48,254,False
1645,62,16,96,24,84,True
1646,157,429,20,201,122,False
1647,43,92,28,45,202,True
1648,99,412,67,122,141,True
1649,119,75,57,32,86,False
1650,39,40,96,1,120,True
1651,18,25,236,11,54,False
1652,67,254,40,238,82,True
1653,240,121,498,63,61,False
1654,412,429,90,64,80,False
1655,114,59,29,16,245,True
1656,96,68,107,103,89,True
1657,19,53,21,236,98,False
1658,421,4,150,222,12,False
1659,43,98,18,59,134,True
1660,30,121,40,39,18,False
1661,141,23,161,202,412,True
1662,157,412,11,119,55,False
1663,421,51,61,74,40,True
1664,245,238,40,236,57,True
1665,202,141,267,25,240,False
1666,59,412,11,110,127,True
1667,141,55,54,497,81,False
1668,157,1,236,104,245,True
1669,57,74,516,14,21,False
1670,33,18,82,40,126,False
1671,62,37,245,29,121,True
1672,134,111,68,222,11,True
1673,89,91,19,22,6,False
1674,21,31,254,99,6,False
1675,50,67,33,91,40,True
1676,84,44,236,113,103,False
1677,45,32,67,31,161,True
1678,18,106,105,150,37,False
1679,516,25,79,254,202,True
1680,112,150,18,267,62,True
1681,11,111,44,236,119,False
1682,83,89,11,245,18,False
1683,497,33,105,498,24,True
1684,11,19,112,67,111,False
1685,236,412,74,81,121,True
1686,110,105,3,19,44,False
1687,412,54,62,61,498,True
1688,29,157,36,267,3,False
1689,55,106,19,236,122,True
1690,106,114,103,236,57,False
1691,18,1,77,157,91,True
1692,134,75,44,33,22,True
1693,81,113,2,99,103,False
1694,412,92,21,126,77,False
1695,429,45,141,61,58,True
1696,90,133,498,62,37,False
1697,126,55,18,76,143,True
1698,11,37,141,202,13,False
1699,57,62,63,104,29,True
1700,9,157,62,25,81,False
1701,64,222,114,103,21,True
1702,16,29,31,45,122,True
1703,15,7,23,37,19,False
1704,201,67,86,24,238,True
1705,15,59,420,111,99,False
1706,69,92,56,12,51,False
1707,432,157,41,115,33,True
1708,222,117,69,48,157,False
1709,21,45,27,113,44,True
1710,84,24,62,18,201,False
1711,39,32,37,25,15,True
1712,121,45,75,498,44,True
1713,126,43,141,202,89,False
1714,21,127,84,77,58,True
1715,80,254,161,91,29,False
1716,35,99,67,24,75,False
1717,31,157,22,412,11,True
1718,161,245,51,86,141,False
1719,412,32,115,11,21,True
1720,104,4,412,75,29,True
1721,18,11,40,516,103,False
1722,18,99,80,40,5,False
1723,103,79,126,111,202,True
1724,37,50,236,84,60,True
1725,421,61,58,110,497,False
1726,28,38,122,236,12,True
1727,29,134,78,1,64,False
1728,4,92,80,498,43,True
1729,57,117,22,141,157,False
1730,143,86,254,267,18,True
1731,34,64,23,16,119,False
1732,266,32,245,267,119,True
1733,21,412,103,6,19,False
1734,516,157,81,412,59,True
1735,115,113,222,53,150,False
1736,40,141,134,110,62,True
1737,4,19,53,67,58,False
1738,134,86,12,29,141,False
1739,16,11,119,26,57,True
1740,69,107,412,222,54,True
1741,64,29,266,1,53,False
1742,29,83,40,61,23,False
1743,117,119,69,245,420,True
1744,134,53,50,51,24,False
1745,21,59,25,2,267,True
1746,40,27,64,202,42,False
1747,92,59,81,134,37,True
1748,41,61,96,64,44,False
1749,40,131,28,222,157,True
1750,19,2,26,29,112,True
1751,61,427,67,17,412,False
1752,150,84,51,8,432,True
1753,79,105,498,64,59,False
1754,412,122,28,236,157,True
1755,19,12,29,91,92,False
1756,29,75,5,78,2,True
1757,157,60,23,16,96,False
1758,126,38,236,33,89,True
1759,110,35,99,91,17,False
1760,117,22,68,53,102,False
1761,143,32,77,38,67,True
1762,75,37,79,41,222,True
1763,22,412,1,54,157,False
1764,22,4,17,111,102,True
1765,61,40,14,59,29,False
1766,222,23,11,42,412,False
1767,201,61,24,27,18,True
1768,9,516,117,1,18,True
1769,157,98,141,43,29,False
1770,24,18,134,44,31,True
1771,110,39,56,90,201,False
1772,23,131,53,222,34,True
1773,24,31,21,84,267,False
1774,75,238,89,96,57,True
1775,157,143,10,498,62,False
1776,22,98,103,53,421,False
1777,25,18,122,121,236,True
1778,8,40,133,19,99,False
1779,498,114,33,134,117,True
1780,412,67,60,1,41,False
1781,98,25,96,420,103,True
1782,157,254,75,223,222,False
1783,22,238,53,17,121,True
1784,90,102,18,267,157,False
1785,27,141,202,117,245,True
1786,238,35,122,117,67,False
1787,119,99,516,412,36,True
1788,238,161,516,22,141,False
1789,33,58,498,25,61,True
1790,37,57,83,157,15,True
1791,59,8,24,67,43,False
1792,133,134,62,102,267,True
1793,51,16,163,126,33,False
1794,141,6,236,117,17,False
1795,201,134,64,24,29,True
1796,113,498,115,16,83,True
1797,92,61,40,96,102,False
1798,96,79,91,68,17,True
1799,29,412,141,223,103,False
1800,202,111,127,75,59,False
1801,68,236,103,53,5,True
1802,64,18,3,89,69,True
1803,35,222,101,17,53,False
1804,236,202,77,14,150,True
1805,126,1,39,432,18,False
1806,412,31,29,161,163,False
1807,150,99,98,18,40,True
1808,105,154,119,143,23,True
1809,54,99,1,22,89,False
1810,74,29,99,64,240,False
1811,18,11,1,92,25,True
1812,25,1,421,24,222,False
1813,18,61,89,80,54,True
1814,141,23,18,61,63,True
1815,79,37,236,21,222,False
1816,33,59,119,4,412,False
1817,40,236,11,254,34,True
1818,61,67,48,201,23,False
1819,122,32,45,117,110,True
1820,238,245,11,201,29,False
1821,33,222,412,62,92,True
1822,122,40,50,24,202,True
1823,161,74,113,59,222,False
1824,157,43,19,29,1,True
1825,222,80,45,164,53,False
1826,420,131,81,222,40,False
1827,29,14,203,7,86,True
1828,61,412,421,75,110,False
1829,15,113,44,236,84,True
1830,19,16,245,67,85,True
1831,18,79,103,412,80,False
1832,266,53,51,8,113,True
1833,15,112,412,19,41,False
1834,141,105,37,29,516,False
1835,25,202,412,104,122,True
1836,48,40,119,5,61,False
1837,113,236,84,54,1,True
1838,41,121,40,67,238,False
1839,61,498,24,59,53,True
1840,105,43,432,29,32,False
1841,59,81,516,55,58,True
1842,48,89,222,90,120,False
1843,134,59,18,16,50,True
1844,33,21,13,24,37,True
1845,157,223,61,18,35,False
1846,30,268,32,110,497,False
1847,57,222,113,134,40,True
1848,497,61,113,11,110,True
1849,202,98,63,5,143,False
1850,202,99,10,102,117,False
1851,92,69,201,254,18,True
1852,7,29,245,63,58,False
1853,56,202,25,102,4,True
1854,19,23,119,40,127,True
1855,61,14,15,516,56,False
1856,18,122,11,38,201,False
1857,92,498,56,45,40,True
1858,99,111,86,222,16,True
1859,29,114,37,19,163,False
1860,141,98,18,3,25,False
1861,27,90,34,429,11,True
1862,84,22,96,19,201,False
1863,99,119,63,421,122,True
1864,45,126,86,74,222,False
1865,412,498,11,55,17,True
1866,143,29,75,90,11,False
1867,498,40,3,59,115,True
1868,45,79,27,29,91,True
1869,238,150,498,117,113,False
1870,131,16,96,54,23,False
1871,18,11,40,25,86,True
1872,222,1,92,12,141,False
1873,89,90,82,421,18,True
1874,41,429,76,143,240,False
1875,23,222,99,79,1,True
1876,56,201,157,92,18,True
1877,29,267,27,134,48,False
1878,117,19,55,92,498,True
1879,222,42,114,141,412,False
1880,157,67,121,40,516,False
1881,267,119,1,122,113,True
1882,141,4,81,37,86,False
1883,18,104,245,117,5,True
1884,103,29,33,98,267,True
1885,141,61,58,18,497,False
1886,64,40,59,1,222,True
1887,32,157,16,96,50,False
1888,120,157,25,119,114,False
1889,41,40,7,141,133,True
1890,267,202,83,5,245,True
1891,17,79,90,63,238,False
1892,11,10,99,67,412,True
1893,106,89,15,245,126,False
1894,497,84,119,421,17,False
1895,27,38,67,59,14,True
1896,67,38,98,26,120,False
1897,22,17,24,157,9,True
1898,16,45,19,18,75,True
1899,110,41,245,102,412,False
1900,157,427,22,112,43,False
1901,18,92,99,59,117,True
1902,48,161,59,18,1,True
1903,498,39,412,141,57,False
1904,141,157,89,6,21,True
1905,222,5,245,412,58,False
1906,64,4,53,21,98,True
1907,114,54,32,90,29,False
1908,53,24,202,98,161,True
1909,412,81,23,68,99,False
1910,4,54,23,51,412,True
1911,29,223,92,154,236,False
1912,21,268,120,122,37,False
1913,92,141,497,103,29,True
1914,120,59,53,18,91,False
1915,74,40,67,57,79,True
1916,498,16,63,254,114,True
1917,86,8,18,117,131,False
1918,7,40,41,11,15,True
1919,59,64,117,29,90,False
1920,126,102,9,222,14,True
1921,18,58,43,236,79,False
